siteID,Lake_name,Other_names,lake_or_reservoir,location,region,latitude,longitude,elevation_m,mean_depth_m,max_depth_m,surface_area_km2,volume_km3,source,sampling_depth,time_period,contributor
13,Apopka,,Lake,United States,Southeastern North America,28.61,-81.61,20,1.6,3,125,0.26,Havens,0,JAS,Karl Havens khavens@ufl.edu
31,Beauclair,,lake,United States,Southeastern North America,28.76,-81.66,19,2,2.4,4.3,0.01,Havens,0,JAS,Karl Havens khavens@ufl.edu
40,Blue.Cypress,,Lake,United States,Southeastern North America,27.72,-80.75,7,2.3,3.1,28,0.06,Havens,0,JAS,Karl Havens khavens@ufl.edu
58,Carlton,,Lake,United States,Southeastern North America,28.75,-81.66,19,3.8,5,2,7.60E-03,Havens,0,JAS,Karl Havens khavens@ufl.edu
77,Crescent.Lake,,Lake,United States Florida,Southeastern North America,29.45,-81.48,1,3,3.84,63,0.18,Havens,0,JAS,Karl Havens khavens@ufl.edu
82,Denham,,Lake,United States,Southeastern North America,28.76,-81.9,20,1.2,1.5,1,1.20E-03,Havens,0,JAS,Karl Havens khavens@ufl.edu
84,Dora,,Lake,United States,Southeastern North America,28.78,-81.68,19,2.9,4,18,0.05,Havens,0,JAS,Karl Havens khavens@ufl.edu
91,Eustis,,Lake,United States,Southeastern North America,28.83,-81.71,19,3.4,19,28,0.09,Havens,0,JAS,Karl Havens khavens@ufl.edu
101,George,,Lake,United State,Southeastern North America,29.28,-81.58,1,2.5,3.35,186,0.46,Havens,0,JAS,Karl Havens khavens@ufl.edu
109,Griffin,,Lake,United States,Southeastern North America,28.86,-81.84,18.3,2.4,6.1,38.1,0.09,Havens,0,JAS,Karl Havens khavens@ufl.edu
115,Harney,,Lake,United States,Southeastern North America,28.75,-81.05,1,2.1,3.4,23,0.04,Havens,0,JAS,Karl Havens khavens@ufl.edu
117,Harris,,Lake,United States,Southeastern North America,28.77,-81.81,19,3.5,4.3,75,0.15,Havens,0,JAS,Karl Havens khavens@ufl.edu
134,Jesup,,lake,United States Florida,Southeastern North America,28.7,-81.23,1,1.27,3.4,45.06,0.05,Havens,0,JAS,Karl Havens khavens@ufl.edu
165,Lochloosa,,Lake,United States,Southeastern North America,29.52,-82.13,18,1.8,10,26,0.04,Havens,0,JAS,Karl Havens khavens@ufl.edu
198,Newnans,,Lake,United States,Southeastern North America,29.64,-82.22,20,1.5,3.6,30.42,0.05,Havens,0,JAS,Karl Havens khavens@ufl.edu
203,OkeechobeeL001,,Lake,United States ,Southeastern North America,27.138892,-80.793397,4,2.7,4.5,1436.8,5.2,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
204,OkeechobeeL002,,Lake,United States ,Southeastern North America,27.082784,-80.794247,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
205,OkeechobeeL003,,Lake,United States ,Southeastern North America,27.045392,-80.707974,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
206,OkeechobeeL004,,Lake,United States ,Southeastern North America,26.977684,-80.709582,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
207,OkeechobeeL005,,Lake,United States ,Southeastern North America,26.95693,-80.972385,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
208,OkeechobeeL006,,Lake,United States ,Southeastern North America,26.822558,-80.782836,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
209,OkeechobeeL007,,Lake,United States ,Southeastern North America,26.770001,-80.78435,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
210,OkeechobeeL008,,Lake,United States ,Southeastern North America,26.957112,-80.891692,5.49,2.74,3.66,1891,5.18,Havens,0.5,JAS,Karl Havens khavens@ufl.edu
221,Orange,,Lake,United States,Southeastern North America,29.45,-82.17,17,1.9,2.4,48,0.09,Havens,0,JAS,Karl Havens khavens@ufl.edu
235,Poinsett,,Lake,United States Florida,Southeastern North America,28.33,-80.83,4,1.5,2.5,18,0.02,Havens,0,JAS,Karl Havens khavens@ufl.edu
330,Washington_FL,,Lake,United State,Southeastern North America,28.14,-80.74,4.88,,,17.65,,Havens,0,JAS,Karl Havens khavens@ufl.edu
5,Aleknagik,,Lake,United states,Western North America,59.35,-158.82,10,43,110,83,3.56,Schindler,0,JAS,Daniel Schindler deschind@uw.edu
9,Almanor,,Reservoir ,United States ,Western North America,40.22,-121.1,1403,13.38,27.4,104.6,1.4,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
19,Athabasca,,Lake,Canada ,Western North America,59.47,-109.39,212,26,124,7781.6,204,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
32,Becharof.Lake,,Lake,United States ,Western North America,57.98,-156.64,22,,92,1184.5,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
64,Chapala,,Lake,Mexico ,Western North America,20.23,-102.9,1573,7.2,10.5,1127.3,7.9,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
72,Claire,,Lake,Canada ,Western North America,58.59,-112.08,212,1.2,2,1325.6,1.7,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
73,Clear.Lake,,Lake,United States California,Western North America,39.07,-122.84,474,8.2,18,157.5,1.29,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
80,Dauphin,,Lake,Canada ,Western North America,51.18,-99.71,259,2.4,3.4,516.4,1.29,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
85,Dore,,Lake,Canada ,Western North America,54.76,-107.28,459,10.9,20.4,634.4,6.68,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
86,Dubawnt,,Lake,Canada ,Western North America,63.17,-101.47,235,,65,3628.5,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
104,Great.Bear,,Lake,Canada ,Western North America,66,-120.32,157,71.6,446,30530.1,2236,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
105,Great.Salt.Lake,,Lake,United States ,Western North America,41.02,-112.42,1275,4,10,5965.8,18.92,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
106,Great.Slave,,Lake,Canada ,Western North America,61.35,-114.79,158,41,614,27816.3,1580,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
128,Iliamna.Lake,,Lake,United States ,Western North America,59.47,-155.6,35,442.2,299,2623.2,1160,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
140,Kasba,,Lake,Canada ,Western North America,60.32,-102.11,335,,,1334.8,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
177,Martre,,Lake,Canada ,Western North America,63.45,-118.19,265,,,1684,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
178,McConaughy,,Lake,United States Nebraska,Western North America,41.22,-101.72,996,14.9,43,144,2.15,Lenters,0,JAS,John Lenters jlenters@mac.com
186,Mono.Lake,,Lake,United States ,Western North America,38.01,-118.96,1955,16.5,43,212,2.97,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
230,PeterPond,,Lake,Canada ,Western North America,56.02,-108.92,423,13.7,24,778,10.6,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
241,Pyramid.Lake,,Lake,United States ,Western North America,40.1,-119.59,1161,60,105,448.2,27,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
246,Reindeer,,Lake,Canada ,Western North America,57.57,-102.14,337,17,219,5596.6,95.25,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
256,Salton.Sea.Center,,Lake,United States ,Western North America,33.24,-115.72,-74,9.2,15,929,9.25,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
257,Salton.Sea.SS1,,Lake,United States ,Western North America,33.22,-115.82,-74,9.2,15,929,9.25,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
264,Selawik.Lake,,Lake,United States ,Western North America,66.47,-160.52,1,,,1066.2,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
269,Sky.Pond,,Lake,United State,Western North America,40.27,-105.66,3322,4.5,7.3,0.03,1.22E-04,Baron and Heath,0,JAS,Jill Baron Jill.Baron@colostate.edu
285,Tahoe.Index,,Lake,United States,Western North America,39.11,-120.03,1897,305,501,495,151,Schladow,0,JAS,Geoff Schladow gschladow@ucdavis.edu
286,Tahoe.Mid.Lake,,Lake,United States California Nevada,Western North America,39.13,-120.05,1996,305,501,484.7,156,Schladow,0,JAS,Geoff Schladow gschladow@ucdavis.edu
287,Tahoe.TB1,,Lake,United States ,Western North America,39.15,-120,1996,305,501,484.7,156,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
288,Tahoe.TB2,,Lake,United States ,Western North America,39.1,-120.01,1996,305,501,484.7,156,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
289,Tahoe.TB3,,Lake,United States ,Western North America,39.11,-120.07,1996,305,501,484.7,156,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
290,Tahoe.TB4,,Lake,United States ,Western North America,39.15,-120.07,1996,305,501,484.7,156,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
300,Teshekpuk.Lake,,Lake,United States ,Western North America,70.6,-153.61,2,,10,834.9,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
164,The.Loch,,Lake,United States,Western North America,40.29,-105.65,3048,1.5,4.7,0.04,6.10E-05,Baron and Heath,0,JAS,Jill Baron Jill.Baron@colostate.edu
303,Toolik..JJA.,,Lake,United States,Western North America,68.63,-149.6,719,1.7,25,1.5,0.01,Arctic LTER,0,JAS,Sally MacIntyre sally@eri.ucsb.edu
327,Walker.Lake,,Lake,United States ,Western North America,38.71,-118.71,1206,19.3,26.3,165.5,3.19,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
329,Washington,,Lake,United States,Western North America,47.63,-122.26,4.9,32.9,65.2,87.6,2.89,Schindler,0,JAS,Daniel Schindler deschind@uw.edu
